Run scenario: n021w4

Processing: week 0
================================================================================

Finish initial solution ...
penalties -- H1: 0, H2: 0, H3: 6000 H4: 0, S1: 630, S2+S3+S5: 3900, S4: 60, ComC: 441.5278
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 570, S4: 60, ComC: 445.4215
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 448.8474
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 720, S4: 60, ComC: 449.4703
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 451.8150
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 555, S4: 60, ComC: 455.0431
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 525, S4: 60, ComC: 447.2870
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 585, S4: 60, ComC: 483.2157
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 600, S4: 60, ComC: 451.5667
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 180, S2+S3+S5: 585, S4: 60, ComC: 449.7727
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 448.0145
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 540, S4: 60, ComC: 450.3632
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 660, S4: 60, ComC: 452.4327
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 210, S2+S3+S5: 615, S4: 70, ComC: 438.3506
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 615, S4: 60, ComC: 451.3096
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 660, S4: 60, ComC: 449.9579
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 630, S4: 60, ComC: 447.8083
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 449.2782
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 585, S4: 60, ComC: 443.3409
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 447.1486
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 630, S4: 60, ComC: 456.5078
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 600, S4: 60, ComC: 450.8289
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 600, S4: 60, ComC: 449.1311
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 555, S4: 60, ComC: 453.2163
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 660, S4: 60, ComC: 436.4590
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 180, S2+S3+S5: 660, S4: 60, ComC: 446.3910
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 615, S4: 60, ComC: 449.1791
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 449.2525
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 630, S4: 60, ComC: 447.9588
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.1517
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 555, S4: 60, ComC: 439.1947
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 270, S2+S3+S5: 540, S4: 60, ComC: 432.5863
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 780, S4: 50, ComC: 429.9282
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 630, S4: 60, ComC: 448.7696
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 240, S2+S3+S5: 615, S4: 60, ComC: 444.4825
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 630, S4: 60, ComC: 446.2157
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 840, S4: 60, ComC: 448.7235
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 555, S4: 60, ComC: 445.8222
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 585, S4: 60, ComC: 449.1115
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 446.8771
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 690, S4: 60, ComC: 448.6380
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 453.3396
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 630, S4: 60, ComC: 446.5888
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 447.6593
penalties -- H1: 0, H2: 500, H3: 2000 H4: 0, S1: 210, S2+S3+S5: 810, S4: 60, ComC: 449.0297
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 555, S4: 60, ComC: 448.4007
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 525, S4: 60, ComC: 447.8335
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 600, S4: 60, ComC: 450.7700
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 555, S4: 60, ComC: 450.2332
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 615, S4: 60, ComC: 451.4316
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 525, S4: 60, ComC: 431.6650
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 705, S4: 60, ComC: 450.1477
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 555, S4: 60, ComC: 448.9558
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 555, S4: 60, ComC: 442.8752
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 480.0038
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 270, S2+S3+S5: 660, S4: 60, ComC: 457.2035
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 210, S2+S3+S5: 690, S4: 70, ComC: 440.3325
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 210, S2+S3+S5: 720, S4: 60, ComC: 428.8199
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113

--- Temperature Level (50/76) ---
> Current temperature: 8.9094
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 525, S4: 60, ComC: 442.3733
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 615, S4: 70, ComC: 445.9674
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 210, S2+S3+S5: 660, S4: 60, ComC: 447.0029
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 675, S4: 60, ComC: 426.5042
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 570, S4: 60, ComC: 458.1595
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 825, S4: 60, ComC: 439.5170
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 444.6023
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 570, S4: 60, ComC: 448.6936
penalties -- H1: 0, H2: 1500, H3: 500 H4: 0, S1: 270, S2+S3+S5: 585, S4: 60, ComC: 453.0583
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 600, S4: 60, ComC: 461.1639
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 645, S4: 60, ComC: 445.9665
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 690, S4: 60, ComC: 446.3653
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 180, S2+S3+S5: 600, S4: 60, ComC: 449.8323
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 570, S4: 60, ComC: 456.9461
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 448.1835
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 735, S4: 60, ComC: 442.5375
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 600, S4: 60, ComC: 450.6425
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 615, S4: 60, ComC: 448.5976
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.2113
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 765, S4: 60, ComC: 429.1126
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 240, S2+S3+S5: 615, S4: 60, ComC: 459.3683
penalties -- H1: 0, H2: 1000, H3: 500 H4: 0, S1: 240, S2+S3+S5: 645, S4: 60, ComC: 441.1684
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 675, S4: 60, ComC: 426.3744
penalties -- H1: 0, H2: 1500, H3: 0 H4: 0, S1: 270, S2+S3+S5: 600, S4: 60, ComC: 451.2012
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 270, S2+S3+S5: 570, S4: 70, ComC: 457.2435
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 660, S4: 60, ComC: 449.3596
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 630, S4: 60, ComC: 448.6332
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 765, S4: 60, ComC: 452.1959
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 555, S4: 60, ComC: 437.7287
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 645, S4: 60, ComC: 449.1101
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 765, S4: 60, ComC: 442.0983
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 240, S2+S3+S5: 690, S4: 60, ComC: 446.0109
penalties -- H1: 0, H2: 500, H3: 500 H4: 0, S1: 210, S2+S3+S5: 720, S4: 70, ComC: 450.0019
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 180, S2+S3+S5: 690, S4: 70, ComC: 448.1191
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 705, S4: 60, ComC: 447.7725
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 675, S4: 60, ComC: 443.4863
penalties -- H1: 0, H2: 500, H3: 1000 H4: 0, S1: 210, S2+S3+S5: 675, S4: 60, ComC: 443.0322
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 705, S4: 60, ComC: 450.0179
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 600, S4: 60, ComC: 458.8596
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 1000, H3: 0 H4: 0, S1: 240, S2+S3+S5: 660, S4: 60, ComC: 450.4981
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 1000, H3: 1000 H4: 0, S1: 240, S2+S3+S5: 630, S4: 60, ComC: 459.7523
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
penalties -- H1: 0, H2: 500, H3: 0 H4: 0, S1: 210, S2+S3+S5: 540, S4: 60, ComC: 447.0814
